Dataset,Model,Model Variant,Threshold,TP,FP,TN,FN,Accuracy,Precision,Recall,F1,AUC_ROC,AUC_PR
Robotics (Pepper),Neural Baseline,LSTM Autoencoder,1.517414,64,4,78,49,0.7282,0.9412,0.5664,0.7072,0.7600,0.8566
