domain,algorithm,variant,fault,group,rule,pool,n_selected,n_relevant,relevance_pct,chance_pct,lift
industrial,PCMCI,RBF + Ridge,Fault_11,,top10,52,10,1,10.0,1.92,5.2
industrial,PCMCI,RBF + Ridge,Fault_11,,std1,52,5,1,20.0,1.92,10.4
industrial,PCMCI,RBF + Ridge,Fault_14,,top3,52,3,1,33.33,1.92,17.33
industrial,PCMCI,RBF + Ridge,Fault_14,,top5,52,5,1,20.0,1.92,10.4
industrial,PCMCI,RBF + Ridge,Fault_14,,top10,52,10,1,10.0,1.92,5.2
industrial,PCMCI,RBF + Ridge,Fault_14,,std1,52,2,1,50.0,1.92,26.0
industrial,PCMCI,RBF + Ridge,Fault_4,,top3,52,3,1,33.33,1.92,17.33
industrial,PCMCI,RBF + Ridge,Fault_4,,top5,52,5,1,20.0,1.92,10.4
industrial,PCMCI,RBF + Ridge,Fault_4,,top10,52,10,1,10.0,1.92,5.2
industrial,PCMCI,RBF + Ridge,Fault_4,,std1,52,9,1,11.11,1.92,5.78
industrial,PCMCI,RBF + Ridge,Fault_5,,top3,52,3,0,0.0,1.92,0.0
industrial,PCMCI,RBF + Ridge,Fault_5,,top5,52,5,0,0.0,1.92,0.0
industrial,PCMCI,RBF + Ridge,Fault_5,,top10,52,10,0,0.0,1.92,0.0
industrial,PCMCI,RBF + Ridge,Fault_5,,std1,52,8,0,0.0,1.92,0.0
industrial,PCMCI,RBF + Ridge,Fault_7,,top3,52,3,0,0.0,1.92,0.0
industrial,PCMCI,RBF + Ridge,Fault_7,,top5,52,5,0,0.0,1.92,0.0
industrial,PCMCI,RBF + Ridge,Fault_7,,top10,52,10,0,0.0,1.92,0.0
industrial,PCMCI,RBF + Ridge,Fault_7,,std1,52,8,0,0.0,1.92,0.0
robotics,PCMCI,Linear / Ridge,JointControl,,top3,244,3,3,100.0,18.03,5.55
robotics,PCMCI,Linear / Ridge,JointControl,,top5,244,5,4,80.0,18.03,4.44
robotics,PCMCI,Linear / Ridge,JointControl,,top10,244,10,8,80.0,18.03,4.44
robotics,PCMCI,Linear / Ridge,JointControl,,std1,244,23,12,52.17,18.03,2.89
robotics,PCMCI,Linear / Ridge,LedsControl,,top3,244,3,2,66.67,29.1,2.29
robotics,PCMCI,Linear / Ridge,LedsControl,,top5,244,5,2,40.0,29.1,1.37
robotics,PCMCI,Linear / Ridge,LedsControl,,top10,244,10,2,20.0,29.1,0.69
robotics,PCMCI,Linear / Ridge,LedsControl,,std1,244,2,2,100.0,29.1,3.44
robotics,PCMCI,Linear / Ridge,WheelsControl,,top3,244,3,1,33.33,3.69,9.04
robotics,PCMCI,Linear / Ridge,WheelsControl,,top5,244,5,1,20.0,3.69,5.42
robotics,PCMCI,Linear / Ridge,WheelsControl,,top10,244,10,2,20.0,3.69,5.42
robotics,PCMCI,Linear / Ridge,WheelsControl,,std1,244,39,4,10.26,3.69,2.78
robotics,PCMCI,Polynomial degree 3,JointControl,,top3,244,3,1,33.33,18.03,1.85
robotics,PCMCI,Polynomial degree 3,JointControl,,top5,244,5,3,60.0,18.03,3.33
robotics,PCMCI,Polynomial degree 3,JointControl,,top10,244,10,8,80.0,18.03,4.44
robotics,PCMCI,Polynomial degree 3,JointControl,,std1,244,13,10,76.92,18.03,4.27
robotics,PCMCI,Polynomial degree 3,LedsControl,,top3,244,3,2,66.67,29.1,2.29
robotics,PCMCI,Polynomial degree 3,LedsControl,,top5,244,5,2,40.0,29.1,1.37
robotics,PCMCI,Polynomial degree 3,LedsControl,,top10,244,10,2,20.0,29.1,0.69
robotics,PCMCI,Polynomial degree 3,LedsControl,,std1,244,2,2,100.0,29.1,3.44
robotics,PCMCI,Polynomial degree 3,WheelsControl,,top3,244,3,2,66.67,3.69,18.07
robotics,PCMCI,Polynomial degree 3,WheelsControl,,top5,244,5,3,60.0,3.69,16.27
robotics,PCMCI,Polynomial degree 3,WheelsControl,,top10,244,10,3,30.0,3.69,8.13
robotics,PCMCI,Polynomial degree 3,WheelsControl,,std1,244,32,4,12.5,3.69,3.39
robotics,PCMCI,RBF + Ridge,JointControl,,top3,244,3,3,100.0,18.03,5.55
robotics,PCMCI,RBF + Ridge,JointControl,,top5,244,5,5,100.0,18.03,5.55
robotics,PCMCI,RBF + Ridge,JointControl,,top10,244,10,9,90.0,18.03,4.99
robotics,PCMCI,RBF + Ridge,JointControl,,std1,244,15,10,66.67,18.03,3.7
robotics,PCMCI,RBF + Ridge,LedsControl,,top3,244,3,2,66.67,29.1,2.29
robotics,PCMCI,RBF + Ridge,LedsControl,,top5,244,5,2,40.0,29.1,1.37
robotics,PCMCI,RBF + Ridge,LedsControl,,top10,244,10,2,20.0,29.1,0.69
robotics,PCMCI,RBF + Ridge,LedsControl,,std1,244,6,2,33.33,29.1,1.15
robotics,PCMCI,RBF + Ridge,WheelsControl,,top3,244,3,3,100.0,3.69,27.11
robotics,PCMCI,RBF + Ridge,WheelsControl,,top5,244,5,4,80.0,3.69,21.69
robotics,PCMCI,RBF + Ridge,WheelsControl,,top10,244,10,5,50.0,3.69,13.56
robotics,PCMCI,RBF + Ridge,WheelsControl,,std1,244,18,5,27.78,3.69,7.53
healthcare,SHAP,LSTM Autoencoder,Attack_1,MI,top3,12,3,2,66.67,25.0,2.67
healthcare,SHAP,LSTM Autoencoder,Attack_1,MI,top5,12,5,2,40.0,25.0,1.6
healthcare,SHAP,LSTM Autoencoder,Attack_1,MI,top10,12,10,3,30.0,25.0,1.2
healthcare,SHAP,LSTM Autoencoder,Attack_1,MI,std1,12,2,1,50.0,25.0,2.0
healthcare,SHAP,LSTM Autoencoder,Attack_10,CD,top3,12,3,0,0.0,25.0,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_10,CD,top5,12,5,2,40.0,25.0,1.6
healthcare,SHAP,LSTM Autoencoder,Attack_10,CD,top10,12,10,3,30.0,25.0,1.2
healthcare,SHAP,LSTM Autoencoder,Attack_10,CD,std1,12,3,0,0.0,25.0,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_11,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_11,RHYTHM,top5,12,5,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_11,RHYTHM,top10,12,10,2,20.0,33.33,0.6
healthcare,SHAP,LSTM Autoencoder,Attack_11,RHYTHM,std1,12,2,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_12,MI,top3,12,3,0,0.0,25.0,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_12,MI,top5,12,5,0,0.0,25.0,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_12,MI,top10,12,10,1,10.0,25.0,0.4
healthcare,SHAP,LSTM Autoencoder,Attack_12,MI,std1,12,3,0,0.0,25.0,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_13,CD,top3,12,3,0,0.0,16.67,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_13,CD,top5,12,5,1,20.0,16.67,1.2
healthcare,SHAP,LSTM Autoencoder,Attack_13,CD,top10,12,10,2,20.0,16.67,1.2
healthcare,SHAP,LSTM Autoencoder,Attack_13,CD,std1,12,3,0,0.0,16.67,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_14,CD,top3,12,3,0,0.0,25.0,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_14,CD,top5,12,5,0,0.0,25.0,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_14,CD,top10,12,10,2,20.0,25.0,0.8
healthcare,SHAP,LSTM Autoencoder,Attack_14,CD,std1,12,3,0,0.0,25.0,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_17,MI,top3,12,3,2,66.67,33.33,2.0
healthcare,SHAP,LSTM Autoencoder,Attack_17,MI,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,LSTM Autoencoder,Attack_17,MI,top10,12,10,4,40.0,33.33,1.2
healthcare,SHAP,LSTM Autoencoder,Attack_17,MI,std1,12,2,1,50.0,33.33,1.5
healthcare,SHAP,LSTM Autoencoder,Attack_18,CD,top3,12,3,0,0.0,16.67,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_18,CD,top5,12,5,1,20.0,16.67,1.2
healthcare,SHAP,LSTM Autoencoder,Attack_18,CD,top10,12,10,1,10.0,16.67,0.6
healthcare,SHAP,LSTM Autoencoder,Attack_18,CD,std1,12,2,0,0.0,16.67,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_2,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_2,RHYTHM,top5,12,5,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_2,RHYTHM,top10,12,10,2,20.0,33.33,0.6
healthcare,SHAP,LSTM Autoencoder,Attack_2,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_20,MI,top3,12,3,1,33.33,33.33,1.0
healthcare,SHAP,LSTM Autoencoder,Attack_20,MI,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,LSTM Autoencoder,Attack_20,MI,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,LSTM Autoencoder,Attack_20,MI,std1,12,2,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_3,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_3,RHYTHM,top5,12,5,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_3,RHYTHM,top10,12,10,2,20.0,33.33,0.6
healthcare,SHAP,LSTM Autoencoder,Attack_3,RHYTHM,std1,12,2,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_4,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_4,RHYTHM,top5,12,5,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_4,RHYTHM,top10,12,10,2,20.0,33.33,0.6
healthcare,SHAP,LSTM Autoencoder,Attack_4,RHYTHM,std1,12,2,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_6,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_6,RHYTHM,top5,12,5,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_6,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,LSTM Autoencoder,Attack_6,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,SHAP,LSTM Autoencoder,Attack_9,HYP,top3,12,3,1,33.33,41.67,0.8
healthcare,SHAP,LSTM Autoencoder,Attack_9,HYP,top5,12,5,2,40.0,41.67,0.96
healthcare,SHAP,LSTM Autoencoder,Attack_9,HYP,top10,12,10,4,40.0,41.67,0.96
healthcare,SHAP,LSTM Autoencoder,Attack_9,HYP,std1,12,1,0,0.0,41.67,0.0
healthcare,SHAP,TCN Autoencoder,Attack_1,MI,top3,12,3,2,66.67,25.0,2.67
healthcare,SHAP,TCN Autoencoder,Attack_1,MI,top5,12,5,3,60.0,25.0,2.4
healthcare,SHAP,TCN Autoencoder,Attack_1,MI,top10,12,10,3,30.0,25.0,1.2
healthcare,SHAP,TCN Autoencoder,Attack_1,MI,std1,12,2,2,100.0,25.0,4.0
healthcare,SHAP,TCN Autoencoder,Attack_10,CD,top3,12,3,2,66.67,25.0,2.67
healthcare,SHAP,TCN Autoencoder,Attack_10,CD,top5,12,5,3,60.0,25.0,2.4
healthcare,SHAP,TCN Autoencoder,Attack_10,CD,top10,12,10,3,30.0,25.0,1.2
healthcare,SHAP,TCN Autoencoder,Attack_10,CD,std1,12,2,2,100.0,25.0,4.0
healthcare,SHAP,TCN Autoencoder,Attack_11,RHYTHM,top3,12,3,2,66.67,33.33,2.0
healthcare,SHAP,TCN Autoencoder,Attack_11,RHYTHM,top5,12,5,3,60.0,33.33,1.8
healthcare,SHAP,TCN Autoencoder,Attack_11,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,TCN Autoencoder,Attack_11,RHYTHM,std1,12,3,2,66.67,33.33,2.0
healthcare,SHAP,TCN Autoencoder,Attack_12,MI,top3,12,3,1,33.33,25.0,1.33
healthcare,SHAP,TCN Autoencoder,Attack_12,MI,top5,12,5,2,40.0,25.0,1.6
healthcare,SHAP,TCN Autoencoder,Attack_12,MI,top10,12,10,3,30.0,25.0,1.2
healthcare,SHAP,TCN Autoencoder,Attack_12,MI,std1,12,3,1,33.33,25.0,1.33
healthcare,SHAP,TCN Autoencoder,Attack_13,CD,top3,12,3,1,33.33,16.67,2.0
healthcare,SHAP,TCN Autoencoder,Attack_13,CD,top5,12,5,1,20.0,16.67,1.2
healthcare,SHAP,TCN Autoencoder,Attack_13,CD,top10,12,10,2,20.0,16.67,1.2
healthcare,SHAP,TCN Autoencoder,Attack_13,CD,std1,12,2,0,0.0,16.67,0.0
healthcare,SHAP,TCN Autoencoder,Attack_14,CD,top3,12,3,0,0.0,25.0,0.0
healthcare,SHAP,TCN Autoencoder,Attack_14,CD,top5,12,5,0,0.0,25.0,0.0
healthcare,SHAP,TCN Autoencoder,Attack_14,CD,top10,12,10,1,10.0,25.0,0.4
healthcare,SHAP,TCN Autoencoder,Attack_14,CD,std1,12,2,0,0.0,25.0,0.0
healthcare,SHAP,TCN Autoencoder,Attack_17,MI,top3,12,3,1,33.33,33.33,1.0
healthcare,SHAP,TCN Autoencoder,Attack_17,MI,top5,12,5,1,20.0,33.33,0.6
healthcare,SHAP,TCN Autoencoder,Attack_17,MI,top10,12,10,4,40.0,33.33,1.2
healthcare,SHAP,TCN Autoencoder,Attack_17,MI,std1,12,3,1,33.33,33.33,1.0
healthcare,SHAP,TCN Autoencoder,Attack_18,CD,top3,12,3,0,0.0,16.67,0.0
healthcare,SHAP,TCN Autoencoder,Attack_18,CD,top5,12,5,0,0.0,16.67,0.0
healthcare,SHAP,TCN Autoencoder,Attack_18,CD,top10,12,10,0,0.0,16.67,0.0
healthcare,SHAP,TCN Autoencoder,Attack_18,CD,std1,12,2,0,0.0,16.67,0.0
healthcare,SHAP,TCN Autoencoder,Attack_2,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,TCN Autoencoder,Attack_2,RHYTHM,top5,12,5,1,20.0,33.33,0.6
healthcare,SHAP,TCN Autoencoder,Attack_2,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,TCN Autoencoder,Attack_2,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,SHAP,TCN Autoencoder,Attack_20,MI,top3,12,3,1,33.33,33.33,1.0
healthcare,SHAP,TCN Autoencoder,Attack_20,MI,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,TCN Autoencoder,Attack_20,MI,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,TCN Autoencoder,Attack_20,MI,std1,12,1,0,0.0,33.33,0.0
healthcare,SHAP,TCN Autoencoder,Attack_3,RHYTHM,top3,12,3,2,66.67,33.33,2.0
healthcare,SHAP,TCN Autoencoder,Attack_3,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,TCN Autoencoder,Attack_3,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,TCN Autoencoder,Attack_3,RHYTHM,std1,12,4,2,50.0,33.33,1.5
healthcare,SHAP,TCN Autoencoder,Attack_4,RHYTHM,top3,12,3,2,66.67,33.33,2.0
healthcare,SHAP,TCN Autoencoder,Attack_4,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,TCN Autoencoder,Attack_4,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,TCN Autoencoder,Attack_4,RHYTHM,std1,12,3,2,66.67,33.33,2.0
healthcare,SHAP,TCN Autoencoder,Attack_6,RHYTHM,top3,12,3,2,66.67,33.33,2.0
healthcare,SHAP,TCN Autoencoder,Attack_6,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,TCN Autoencoder,Attack_6,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,TCN Autoencoder,Attack_6,RHYTHM,std1,12,2,2,100.0,33.33,3.0
healthcare,SHAP,TCN Autoencoder,Attack_9,HYP,top3,12,3,2,66.67,41.67,1.6
healthcare,SHAP,TCN Autoencoder,Attack_9,HYP,top5,12,5,3,60.0,41.67,1.44
healthcare,SHAP,TCN Autoencoder,Attack_9,HYP,top10,12,10,3,30.0,41.67,0.72
healthcare,SHAP,TCN Autoencoder,Attack_9,HYP,std1,12,1,1,100.0,41.67,2.4
healthcare,SHAP,Transformer Autoencoder,Attack_1,MI,top3,12,3,2,66.67,25.0,2.67
healthcare,SHAP,Transformer Autoencoder,Attack_1,MI,top5,12,5,3,60.0,25.0,2.4
healthcare,SHAP,Transformer Autoencoder,Attack_1,MI,top10,12,10,3,30.0,25.0,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_1,MI,std1,12,4,3,75.0,25.0,3.0
healthcare,SHAP,Transformer Autoencoder,Attack_10,CD,top3,12,3,1,33.33,25.0,1.33
healthcare,SHAP,Transformer Autoencoder,Attack_10,CD,top5,12,5,2,40.0,25.0,1.6
healthcare,SHAP,Transformer Autoencoder,Attack_10,CD,top10,12,10,3,30.0,25.0,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_10,CD,std1,12,2,0,0.0,25.0,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_11,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_11,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_11,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,Transformer Autoencoder,Attack_11,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_12,MI,top3,12,3,1,33.33,25.0,1.33
healthcare,SHAP,Transformer Autoencoder,Attack_12,MI,top5,12,5,2,40.0,25.0,1.6
healthcare,SHAP,Transformer Autoencoder,Attack_12,MI,top10,12,10,3,30.0,25.0,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_12,MI,std1,12,3,1,33.33,25.0,1.33
healthcare,SHAP,Transformer Autoencoder,Attack_13,CD,top3,12,3,0,0.0,16.67,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_13,CD,top5,12,5,1,20.0,16.67,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_13,CD,top10,12,10,2,20.0,16.67,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_13,CD,std1,12,1,0,0.0,16.67,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_14,CD,top3,12,3,1,33.33,25.0,1.33
healthcare,SHAP,Transformer Autoencoder,Attack_14,CD,top5,12,5,1,20.0,25.0,0.8
healthcare,SHAP,Transformer Autoencoder,Attack_14,CD,top10,12,10,1,10.0,25.0,0.4
healthcare,SHAP,Transformer Autoencoder,Attack_14,CD,std1,12,2,0,0.0,25.0,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_17,MI,top3,12,3,2,66.67,33.33,2.0
healthcare,SHAP,Transformer Autoencoder,Attack_17,MI,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_17,MI,top10,12,10,4,40.0,33.33,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_17,MI,std1,12,1,1,100.0,33.33,3.0
healthcare,SHAP,Transformer Autoencoder,Attack_18,CD,top3,12,3,0,0.0,16.67,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_18,CD,top5,12,5,0,0.0,16.67,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_18,CD,top10,12,10,0,0.0,16.67,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_18,CD,std1,12,2,0,0.0,16.67,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_2,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_2,RHYTHM,top5,12,5,1,20.0,33.33,0.6
healthcare,SHAP,Transformer Autoencoder,Attack_2,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,Transformer Autoencoder,Attack_2,RHYTHM,std1,12,3,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_20,MI,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_20,MI,top5,12,5,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_20,MI,top10,12,10,2,20.0,33.33,0.6
healthcare,SHAP,Transformer Autoencoder,Attack_20,MI,std1,12,2,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_3,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_3,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_3,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,Transformer Autoencoder,Attack_3,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_4,RHYTHM,top3,12,3,1,33.33,33.33,1.0
healthcare,SHAP,Transformer Autoencoder,Attack_4,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_4,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,SHAP,Transformer Autoencoder,Attack_4,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_6,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_6,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_6,RHYTHM,top10,12,10,4,40.0,33.33,1.2
healthcare,SHAP,Transformer Autoencoder,Attack_6,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,SHAP,Transformer Autoencoder,Attack_9,HYP,top3,12,3,3,100.0,41.67,2.4
healthcare,SHAP,Transformer Autoencoder,Attack_9,HYP,top5,12,5,3,60.0,41.67,1.44
healthcare,SHAP,Transformer Autoencoder,Attack_9,HYP,top10,12,10,4,40.0,41.67,0.96
healthcare,SHAP,Transformer Autoencoder,Attack_9,HYP,std1,12,3,3,100.0,41.67,2.4
industrial,SHAP,LSTM Autoencoder,Fault_11,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,LSTM Autoencoder,Fault_11,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,LSTM Autoencoder,Fault_11,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,LSTM Autoencoder,Fault_11,,std1,52,2,1,50.0,1.92,26.0
industrial,SHAP,LSTM Autoencoder,Fault_14,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,LSTM Autoencoder,Fault_14,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,LSTM Autoencoder,Fault_14,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,LSTM Autoencoder,Fault_14,,std1,52,3,1,33.33,1.92,17.33
industrial,SHAP,LSTM Autoencoder,Fault_4,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,LSTM Autoencoder,Fault_4,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,LSTM Autoencoder,Fault_4,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,LSTM Autoencoder,Fault_4,,std1,52,1,1,100.0,1.92,52.0
industrial,SHAP,LSTM Autoencoder,Fault_5,,top3,52,3,0,0.0,1.92,0.0
industrial,SHAP,LSTM Autoencoder,Fault_5,,top5,52,5,0,0.0,1.92,0.0
industrial,SHAP,LSTM Autoencoder,Fault_5,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,LSTM Autoencoder,Fault_5,,std1,52,8,0,0.0,1.92,0.0
industrial,SHAP,LSTM Autoencoder,Fault_7,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,LSTM Autoencoder,Fault_7,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,LSTM Autoencoder,Fault_7,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,LSTM Autoencoder,Fault_7,,std1,52,3,1,33.33,1.92,17.33
industrial,SHAP,TCN Autoencoder,Fault_11,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,TCN Autoencoder,Fault_11,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,TCN Autoencoder,Fault_11,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,TCN Autoencoder,Fault_11,,std1,52,2,1,50.0,1.92,26.0
industrial,SHAP,TCN Autoencoder,Fault_14,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,TCN Autoencoder,Fault_14,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,TCN Autoencoder,Fault_14,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,TCN Autoencoder,Fault_14,,std1,52,3,1,33.33,1.92,17.33
industrial,SHAP,TCN Autoencoder,Fault_4,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,TCN Autoencoder,Fault_4,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,TCN Autoencoder,Fault_4,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,TCN Autoencoder,Fault_4,,std1,52,1,1,100.0,1.92,52.0
industrial,SHAP,TCN Autoencoder,Fault_5,,top3,52,3,0,0.0,1.92,0.0
industrial,SHAP,TCN Autoencoder,Fault_5,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,TCN Autoencoder,Fault_5,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,TCN Autoencoder,Fault_5,,std1,52,7,1,14.29,1.92,7.43
industrial,SHAP,TCN Autoencoder,Fault_7,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,TCN Autoencoder,Fault_7,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,TCN Autoencoder,Fault_7,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,TCN Autoencoder,Fault_7,,std1,52,3,1,33.33,1.92,17.33
industrial,SHAP,Transformer Autoencoder,Fault_11,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,Transformer Autoencoder,Fault_11,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,Transformer Autoencoder,Fault_11,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,Transformer Autoencoder,Fault_11,,std1,52,2,1,50.0,1.92,26.0
industrial,SHAP,Transformer Autoencoder,Fault_14,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,Transformer Autoencoder,Fault_14,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,Transformer Autoencoder,Fault_14,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,Transformer Autoencoder,Fault_14,,std1,52,3,1,33.33,1.92,17.33
industrial,SHAP,Transformer Autoencoder,Fault_4,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,Transformer Autoencoder,Fault_4,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,Transformer Autoencoder,Fault_4,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,Transformer Autoencoder,Fault_4,,std1,52,1,1,100.0,1.92,52.0
industrial,SHAP,Transformer Autoencoder,Fault_5,,top3,52,3,0,0.0,1.92,0.0
industrial,SHAP,Transformer Autoencoder,Fault_5,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,Transformer Autoencoder,Fault_5,,top10,52,10,1,10.0,1.92,5.2
