domain,algorithm,variant,fault,group,rule,pool,n_selected,n_relevant,relevance_pct,chance_pct,lift
industrial,SHAP,Transformer Autoencoder,Fault_5,,std1,52,9,1,11.11,1.92,5.78
industrial,SHAP,Transformer Autoencoder,Fault_7,,top3,52,3,1,33.33,1.92,17.33
industrial,SHAP,Transformer Autoencoder,Fault_7,,top5,52,5,1,20.0,1.92,10.4
industrial,SHAP,Transformer Autoencoder,Fault_7,,top10,52,10,1,10.0,1.92,5.2
industrial,SHAP,Transformer Autoencoder,Fault_7,,std1,52,8,1,12.5,1.92,6.5
robotics,SHAP,LSTM Autoencoder,JointControl,,top3,244,3,2,66.67,18.03,3.7
robotics,SHAP,LSTM Autoencoder,JointControl,,top5,244,5,4,80.0,18.03,4.44
robotics,SHAP,LSTM Autoencoder,JointControl,,top10,244,10,5,50.0,18.03,2.77
robotics,SHAP,LSTM Autoencoder,JointControl,,std1,244,10,5,50.0,18.03,2.77
robotics,SHAP,LSTM Autoencoder,LedsControl,,top3,244,3,3,100.0,29.1,3.44
robotics,SHAP,LSTM Autoencoder,LedsControl,,top5,244,5,5,100.0,29.1,3.44
robotics,SHAP,LSTM Autoencoder,LedsControl,,top10,244,10,10,100.0,29.1,3.44
robotics,SHAP,LSTM Autoencoder,LedsControl,,std1,244,43,40,93.02,29.1,3.2
robotics,SHAP,LSTM Autoencoder,WheelsControl,,top3,244,3,2,66.67,3.69,18.07
robotics,SHAP,LSTM Autoencoder,WheelsControl,,top5,244,5,4,80.0,3.69,21.69
robotics,SHAP,LSTM Autoencoder,WheelsControl,,top10,244,10,4,40.0,3.69,10.84
robotics,SHAP,LSTM Autoencoder,WheelsControl,,std1,244,5,4,80.0,3.69,21.69
robotics,SHAP,TCN Autoencoder,JointControl,,top3,244,3,3,100.0,18.03,5.55
robotics,SHAP,TCN Autoencoder,JointControl,,top5,244,5,4,80.0,18.03,4.44
robotics,SHAP,TCN Autoencoder,JointControl,,top10,244,10,5,50.0,18.03,2.77
robotics,SHAP,TCN Autoencoder,JointControl,,std1,244,9,5,55.56,18.03,3.08
robotics,SHAP,TCN Autoencoder,LedsControl,,top3,244,3,2,66.67,29.1,2.29
robotics,SHAP,TCN Autoencoder,LedsControl,,top5,244,5,4,80.0,29.1,2.75
robotics,SHAP,TCN Autoencoder,LedsControl,,top10,244,10,9,90.0,29.1,3.09
robotics,SHAP,TCN Autoencoder,LedsControl,,std1,244,2,2,100.0,29.1,3.44
robotics,SHAP,TCN Autoencoder,WheelsControl,,top3,244,3,2,66.67,3.69,18.07
robotics,SHAP,TCN Autoencoder,WheelsControl,,top5,244,5,4,80.0,3.69,21.69
robotics,SHAP,TCN Autoencoder,WheelsControl,,top10,244,10,4,40.0,3.69,10.84
robotics,SHAP,TCN Autoencoder,WheelsControl,,std1,244,5,4,80.0,3.69,21.69
robotics,SHAP,Transformer Autoencoder,JointControl,,top3,244,3,3,100.0,18.03,5.55
robotics,SHAP,Transformer Autoencoder,JointControl,,top5,244,5,4,80.0,18.03,4.44
robotics,SHAP,Transformer Autoencoder,JointControl,,top10,244,10,7,70.0,18.03,3.88
robotics,SHAP,Transformer Autoencoder,JointControl,,std1,244,5,4,80.0,18.03,4.44
robotics,SHAP,Transformer Autoencoder,LedsControl,,top3,244,3,3,100.0,29.1,3.44
robotics,SHAP,Transformer Autoencoder,LedsControl,,top5,244,5,5,100.0,29.1,3.44
robotics,SHAP,Transformer Autoencoder,LedsControl,,top10,244,10,10,100.0,29.1,3.44
robotics,SHAP,Transformer Autoencoder,LedsControl,,std1,244,28,24,85.71,29.1,2.95
robotics,SHAP,Transformer Autoencoder,WheelsControl,,top3,244,3,3,100.0,3.69,27.11
robotics,SHAP,Transformer Autoencoder,WheelsControl,,top5,244,5,4,80.0,3.69,21.69
robotics,SHAP,Transformer Autoencoder,WheelsControl,,top10,244,10,4,40.0,3.69,10.84
robotics,SHAP,Transformer Autoencoder,WheelsControl,,std1,244,5,4,80.0,3.69,21.69
