Dataset,Model Variant,Fault Name,Rank,Variable,Score
Industrial (TEP),Linear / Ridge,Fault_6,1,XMV_11,378.572952
Industrial (TEP),Linear / Ridge,Fault_6,2,XMV_3,166.931958
Industrial (TEP),Linear / Ridge,Fault_6,3,XMV_10,56.126129
Industrial (TEP),Linear / Ridge,Fault_6,4,XMEAS_7,47.042332
Industrial (TEP),Linear / Ridge,Fault_6,5,XMEAS_20,42.955430
Industrial (TEP),Linear / Ridge,Fault_6,6,XMEAS_17,41.409332
Industrial (TEP),Linear / Ridge,Fault_6,7,XMV_5,28.266762
Industrial (TEP),Linear / Ridge,Fault_6,8,XMEAS_16,19.869885
Industrial (TEP),Linear / Ridge,Fault_6,9,XMEAS_25,18.731401
Industrial (TEP),Linear / Ridge,Fault_6,10,XMV_2,18.361957
Industrial (TEP),Linear / Ridge,Fault_6,11,XMEAS_29,15.973945
Industrial (TEP),Linear / Ridge,Fault_6,12,XMV_4,12.237512
Industrial (TEP),Linear / Ridge,Fault_6,13,XMV_6,11.754321
Industrial (TEP),Linear / Ridge,Fault_6,14,XMEAS_1,10.758863
Industrial (TEP),Linear / Ridge,Fault_6,15,XMV_9,8.452578
Industrial (TEP),Linear / Ridge,Fault_6,16,XMEAS_35,7.702864
Industrial (TEP),Linear / Ridge,Fault_6,17,XMEAS_19,6.329813
Industrial (TEP),Linear / Ridge,Fault_6,18,XMEAS_13,6.207777
Industrial (TEP),Linear / Ridge,Fault_6,19,XMEAS_4,5.265936
Industrial (TEP),Linear / Ridge,Fault_6,20,XMEAS_30,5.073226
Industrial (TEP),Linear / Ridge,Fault_6,21,XMEAS_18,4.626653
Industrial (TEP),Linear / Ridge,Fault_6,22,XMEAS_23,4.494049
Industrial (TEP),Linear / Ridge,Fault_6,23,XMEAS_3,4.215103
Industrial (TEP),Linear / Ridge,Fault_6,24,XMEAS_31,3.842848
Industrial (TEP),Linear / Ridge,Fault_6,25,XMEAS_21,3.715266
Industrial (TEP),Linear / Ridge,Fault_6,26,XMEAS_28,3.556895
Industrial (TEP),Linear / Ridge,Fault_6,27,XMEAS_27,3.089913
Industrial (TEP),Linear / Ridge,Fault_6,28,XMEAS_33,3.026192
Industrial (TEP),Linear / Ridge,Fault_6,29,XMEAS_8,3.003253
Industrial (TEP),Linear / Ridge,Fault_6,30,XMEAS_11,2.990885
Industrial (TEP),Linear / Ridge,Fault_6,31,XMEAS_34,2.724145
Industrial (TEP),Linear / Ridge,Fault_6,32,XMV_1,2.672613
Industrial (TEP),Linear / Ridge,Fault_6,33,XMEAS_38,2.458237
Industrial (TEP),Linear / Ridge,Fault_6,34,XMEAS_10,2.456282
Industrial (TEP),Linear / Ridge,Fault_6,35,XMEAS_22,2.231982
Industrial (TEP),Linear / Ridge,Fault_6,36,XMEAS_9,2.143534
Industrial (TEP),Linear / Ridge,Fault_6,37,XMEAS_24,1.994644
Industrial (TEP),Linear / Ridge,Fault_6,38,XMEAS_6,1.735305
Industrial (TEP),Linear / Ridge,Fault_6,39,XMEAS_36,1.660341
Industrial (TEP),Linear / Ridge,Fault_6,40,XMEAS_2,1.659214
Industrial (TEP),Linear / Ridge,Fault_6,41,XMEAS_39,1.411608
Industrial (TEP),Linear / Ridge,Fault_6,42,XMEAS_37,1.387885
Industrial (TEP),Linear / Ridge,Fault_6,43,XMEAS_5,1.277998
Industrial (TEP),Linear / Ridge,Fault_6,44,XMEAS_32,1.268003
Industrial (TEP),Linear / Ridge,Fault_6,45,XMEAS_14,1.173166
Industrial (TEP),Linear / Ridge,Fault_6,46,XMEAS_12,1.070305
Industrial (TEP),Linear / Ridge,Fault_6,47,XMV_7,1.069281
Industrial (TEP),Linear / Ridge,Fault_6,48,XMV_8,1.064935
Industrial (TEP),Linear / Ridge,Fault_6,49,XMEAS_15,1.063132
Industrial (TEP),Linear / Ridge,Fault_6,50,XMEAS_41,0.904891
Industrial (TEP),Linear / Ridge,Fault_6,51,XMEAS_26,0.809032
Industrial (TEP),Linear / Ridge,Fault_6,52,XMEAS_40,0.611898
Industrial (TEP),Linear / Ridge,Fault_7,1,XMV_4,74.031699
Industrial (TEP),Linear / Ridge,Fault_7,2,XMEAS_20,49.566756
Industrial (TEP),Linear / Ridge,Fault_7,3,XMV_9,18.674380
Industrial (TEP),Linear / Ridge,Fault_7,4,XMEAS_7,6.911522
Industrial (TEP),Linear / Ridge,Fault_7,5,XMEAS_19,6.748604
Industrial (TEP),Linear / Ridge,Fault_7,6,XMEAS_1,6.165377
Industrial (TEP),Linear / Ridge,Fault_7,7,XMEAS_4,6.153444
Industrial (TEP),Linear / Ridge,Fault_7,8,XMEAS_16,5.950233
Industrial (TEP),Linear / Ridge,Fault_7,9,XMEAS_27,5.535467
Industrial (TEP),Linear / Ridge,Fault_7,10,XMEAS_21,5.476196
Industrial (TEP),Linear / Ridge,Fault_7,11,XMV_5,5.341741
Industrial (TEP),Linear / Ridge,Fault_7,12,XMEAS_38,5.277563
Industrial (TEP),Linear / Ridge,Fault_7,13,XMEAS_30,5.168430
Industrial (TEP),Linear / Ridge,Fault_7,14,XMEAS_9,5.143951
Industrial (TEP),Linear / Ridge,Fault_7,15,XMEAS_18,4.600990
Industrial (TEP),Linear / Ridge,Fault_7,16,XMEAS_25,4.246851
Industrial (TEP),Linear / Ridge,Fault_7,17,XMV_10,4.089867
Industrial (TEP),Linear / Ridge,Fault_7,18,XMEAS_28,4.061797
Industrial (TEP),Linear / Ridge,Fault_7,19,XMV_2,3.895753
Industrial (TEP),Linear / Ridge,Fault_7,20,XMEAS_8,3.888610
Industrial (TEP),Linear / Ridge,Fault_7,21,XMEAS_3,3.721390
Industrial (TEP),Linear / Ridge,Fault_7,22,XMV_1,3.438288
Industrial (TEP),Linear / Ridge,Fault_7,23,XMEAS_31,3.340074
Industrial (TEP),Linear / Ridge,Fault_7,24,XMEAS_35,3.112409
Industrial (TEP),Linear / Ridge,Fault_7,25,XMEAS_33,3.079381
Industrial (TEP),Linear / Ridge,Fault_7,26,XMV_6,3.055229
Industrial (TEP),Linear / Ridge,Fault_7,27,XMEAS_10,2.834109
Industrial (TEP),Linear / Ridge,Fault_7,28,XMEAS_23,2.640689
Industrial (TEP),Linear / Ridge,Fault_7,29,XMEAS_6,2.215497
Industrial (TEP),Linear / Ridge,Fault_7,30,XMEAS_29,2.210857
Industrial (TEP),Linear / Ridge,Fault_7,31,XMEAS_11,2.151982
Industrial (TEP),Linear / Ridge,Fault_7,32,XMEAS_26,2.106561
Industrial (TEP),Linear / Ridge,Fault_7,33,XMEAS_22,1.935262
Industrial (TEP),Linear / Ridge,Fault_7,34,XMEAS_36,1.831349
Industrial (TEP),Linear / Ridge,Fault_7,35,XMEAS_34,1.691297
Industrial (TEP),Linear / Ridge,Fault_7,36,XMEAS_13,1.465002
Industrial (TEP),Linear / Ridge,Fault_7,37,XMEAS_24,1.460299
Industrial (TEP),Linear / Ridge,Fault_7,38,XMV_3,1.398616
Industrial (TEP),Linear / Ridge,Fault_7,39,XMV_11,1.344049
Industrial (TEP),Linear / Ridge,Fault_7,40,XMEAS_5,1.292163
Industrial (TEP),Linear / Ridge,Fault_7,41,XMEAS_39,1.261726
Industrial (TEP),Linear / Ridge,Fault_7,42,XMEAS_37,1.150724
Industrial (TEP),Linear / Ridge,Fault_7,43,XMV_7,1.085805
Industrial (TEP),Linear / Ridge,Fault_7,44,XMEAS_12,1.085632
Industrial (TEP),Linear / Ridge,Fault_7,45,XMEAS_32,1.080131
Industrial (TEP),Linear / Ridge,Fault_7,46,XMV_8,1.078541
Industrial (TEP),Linear / Ridge,Fault_7,47,XMEAS_41,1.077625
