Dataset,Model Variant,Fault Name,Rank,Variable,Score
Healthcare (ECG),Polynomial degree 3,Attack_13,7,V3,0.823728
Healthcare (ECG),Polynomial degree 3,Attack_13,8,V6,0.766141
Healthcare (ECG),Polynomial degree 3,Attack_13,9,V1,0.706846
Healthcare (ECG),Polynomial degree 3,Attack_13,10,V2,0.646421
Healthcare (ECG),Polynomial degree 3,Attack_13,11,AVR,0.566007
Healthcare (ECG),Polynomial degree 3,Attack_13,12,I,0.440611
Healthcare (ECG),Polynomial degree 3,Attack_14,1,AVR,1.832689
Healthcare (ECG),Polynomial degree 3,Attack_14,2,II,1.708933
Healthcare (ECG),Polynomial degree 3,Attack_14,3,V5,1.543046
Healthcare (ECG),Polynomial degree 3,Attack_14,4,AVL,1.440269
Healthcare (ECG),Polynomial degree 3,Attack_14,5,V4,1.437430
Healthcare (ECG),Polynomial degree 3,Attack_14,6,AVF,1.327077
Healthcare (ECG),Polynomial degree 3,Attack_14,7,V6,1.282309
Healthcare (ECG),Polynomial degree 3,Attack_14,8,III,0.951841
Healthcare (ECG),Polynomial degree 3,Attack_14,9,I,0.853624
Healthcare (ECG),Polynomial degree 3,Attack_14,10,V3,0.796949
Healthcare (ECG),Polynomial degree 3,Attack_14,11,V1,0.756323
Healthcare (ECG),Polynomial degree 3,Attack_14,12,V2,0.369149
Healthcare (ECG),Polynomial degree 3,Attack_15,1,V6,2.413280
Healthcare (ECG),Polynomial degree 3,Attack_15,2,AVR,1.257476
Healthcare (ECG),Polynomial degree 3,Attack_15,3,II,1.110580
Healthcare (ECG),Polynomial degree 3,Attack_15,4,V3,1.106524
Healthcare (ECG),Polynomial degree 3,Attack_15,5,V5,1.103675
Healthcare (ECG),Polynomial degree 3,Attack_15,6,AVF,1.059762
Healthcare (ECG),Polynomial degree 3,Attack_15,7,V4,1.050573
Healthcare (ECG),Polynomial degree 3,Attack_15,8,I,1.019619
Healthcare (ECG),Polynomial degree 3,Attack_15,9,AVL,0.696804
Healthcare (ECG),Polynomial degree 3,Attack_15,10,III,0.600569
Healthcare (ECG),Polynomial degree 3,Attack_15,11,V2,0.585974
Healthcare (ECG),Polynomial degree 3,Attack_15,12,V1,0.428273
Healthcare (ECG),Polynomial degree 3,Attack_16,1,V3,1.321556
Healthcare (ECG),Polynomial degree 3,Attack_16,2,V2,1.271172
Healthcare (ECG),Polynomial degree 3,Attack_16,3,V4,1.028477
Healthcare (ECG),Polynomial degree 3,Attack_16,4,AVL,0.928205
Healthcare (ECG),Polynomial degree 3,Attack_16,5,III,0.813665
Healthcare (ECG),Polynomial degree 3,Attack_16,6,I,0.800423
Healthcare (ECG),Polynomial degree 3,Attack_16,7,V5,0.794517
Healthcare (ECG),Polynomial degree 3,Attack_16,8,AVF,0.790433
Healthcare (ECG),Polynomial degree 3,Attack_16,9,AVR,0.775767
Healthcare (ECG),Polynomial degree 3,Attack_16,10,II,0.727124
Healthcare (ECG),Polynomial degree 3,Attack_16,11,V1,0.564044
Healthcare (ECG),Polynomial degree 3,Attack_16,12,V6,0.519181
Healthcare (ECG),Polynomial degree 3,Attack_17,1,AVL,3.279947
Healthcare (ECG),Polynomial degree 3,Attack_17,2,III,2.662741
Healthcare (ECG),Polynomial degree 3,Attack_17,3,V5,1.891354
Healthcare (ECG),Polynomial degree 3,Attack_17,4,AVF,1.589792
Healthcare (ECG),Polynomial degree 3,Attack_17,5,V6,1.399761
Healthcare (ECG),Polynomial degree 3,Attack_17,6,V2,1.218085
Healthcare (ECG),Polynomial degree 3,Attack_17,7,V1,1.200528
Healthcare (ECG),Polynomial degree 3,Attack_17,8,I,1.098283
Healthcare (ECG),Polynomial degree 3,Attack_17,9,AVR,1.063183
Healthcare (ECG),Polynomial degree 3,Attack_17,10,V3,0.908325
Healthcare (ECG),Polynomial degree 3,Attack_17,11,II,0.869228
Healthcare (ECG),Polynomial degree 3,Attack_17,12,V4,0.746992
Healthcare (ECG),Polynomial degree 3,Attack_18,1,V5,1.056488
Healthcare (ECG),Polynomial degree 3,Attack_18,2,V4,0.992664
Healthcare (ECG),Polynomial degree 3,Attack_18,3,V6,0.951089
Healthcare (ECG),Polynomial degree 3,Attack_18,4,V3,0.830746
Healthcare (ECG),Polynomial degree 3,Attack_18,5,I,0.778566
Healthcare (ECG),Polynomial degree 3,Attack_18,6,AVL,0.776413
Healthcare (ECG),Polynomial degree 3,Attack_18,7,III,0.752129
Healthcare (ECG),Polynomial degree 3,Attack_18,8,AVR,0.719084
Healthcare (ECG),Polynomial degree 3,Attack_18,9,II,0.668601
Healthcare (ECG),Polynomial degree 3,Attack_18,10,AVF,0.621832
Healthcare (ECG),Polynomial degree 3,Attack_18,11,V2,0.588010
Healthcare (ECG),Polynomial degree 3,Attack_18,12,V1,0.180259
Healthcare (ECG),Polynomial degree 3,Attack_19,1,AVL,1.507899
Healthcare (ECG),Polynomial degree 3,Attack_19,2,III,1.251880
Healthcare (ECG),Polynomial degree 3,Attack_19,3,AVF,0.921610
Healthcare (ECG),Polynomial degree 3,Attack_19,4,V1,0.858916
Healthcare (ECG),Polynomial degree 3,Attack_19,5,V2,0.821182
Healthcare (ECG),Polynomial degree 3,Attack_19,6,AVR,0.815669
Healthcare (ECG),Polynomial degree 3,Attack_19,7,I,0.765203
Healthcare (ECG),Polynomial degree 3,Attack_19,8,II,0.744606
Healthcare (ECG),Polynomial degree 3,Attack_19,9,V5,0.718333
Healthcare (ECG),Polynomial degree 3,Attack_19,10,V3,0.651564
Healthcare (ECG),Polynomial degree 3,Attack_19,11,V6,0.637368
Healthcare (ECG),Polynomial degree 3,Attack_19,12,V4,0.575035
Healthcare (ECG),Polynomial degree 3,Attack_20,1,V3,1.753404
Healthcare (ECG),Polynomial degree 3,Attack_20,2,V4,1.377263
Healthcare (ECG),Polynomial degree 3,Attack_20,3,V2,1.190631
Healthcare (ECG),Polynomial degree 3,Attack_20,4,V5,1.141391
Healthcare (ECG),Polynomial degree 3,Attack_20,5,I,1.079724
Healthcare (ECG),Polynomial degree 3,Attack_20,6,V6,0.789086
Healthcare (ECG),Polynomial degree 3,Attack_20,7,II,0.684427
Healthcare (ECG),Polynomial degree 3,Attack_20,8,AVR,0.677104
Healthcare (ECG),Polynomial degree 3,Attack_20,9,AVF,0.575782
Healthcare (ECG),Polynomial degree 3,Attack_20,10,III,0.549137
Healthcare (ECG),Polynomial degree 3,Attack_20,11,AVL,0.549121
Healthcare (ECG),Polynomial degree 3,Attack_20,12,V1,0.365179
Healthcare (ECG),RBF + Ridge,Attack_1,1,III,5.922530
Healthcare (ECG),RBF + Ridge,Attack_1,2,II,5.403788
Healthcare (ECG),RBF + Ridge,Attack_1,3,AVF,5.361961
Healthcare (ECG),RBF + Ridge,Attack_1,4,AVL,5.310856
Healthcare (ECG),RBF + Ridge,Attack_1,5,AVR,4.410068
Healthcare (ECG),RBF + Ridge,Attack_1,6,V6,2.813686
Healthcare (ECG),RBF + Ridge,Attack_1,7,V5,2.769590
Healthcare (ECG),RBF + Ridge,Attack_1,8,V3,2.676204
Healthcare (ECG),RBF + Ridge,Attack_1,9,V4,2.485109
Healthcare (ECG),RBF + Ridge,Attack_1,10,I,2.195700
Healthcare (ECG),RBF + Ridge,Attack_1,11,V2,2.063211
Healthcare (ECG),RBF + Ridge,Attack_1,12,V1,1.925220
Healthcare (ECG),RBF + Ridge,Attack_2,1,V4,4.727306
Healthcare (ECG),RBF + Ridge,Attack_2,2,V5,1.786488
Healthcare (ECG),RBF + Ridge,Attack_2,3,AVL,1.747888
Healthcare (ECG),RBF + Ridge,Attack_2,4,I,1.713069
Healthcare (ECG),RBF + Ridge,Attack_2,5,III,1.422324
Healthcare (ECG),RBF + Ridge,Attack_2,6,AVR,1.319505
Healthcare (ECG),RBF + Ridge,Attack_2,7,AVF,1.288235
Healthcare (ECG),RBF + Ridge,Attack_2,8,V3,1.115086
Healthcare (ECG),RBF + Ridge,Attack_2,9,II,1.080837
Healthcare (ECG),RBF + Ridge,Attack_2,10,V6,1.046217
Healthcare (ECG),RBF + Ridge,Attack_2,11,V1,0.770045
Healthcare (ECG),RBF + Ridge,Attack_2,12,V2,0.712489
Healthcare (ECG),RBF + Ridge,Attack_3,1,V2,1.121040
Healthcare (ECG),RBF + Ridge,Attack_3,2,V3,1.066717
Healthcare (ECG),RBF + Ridge,Attack_3,3,V5,0.979520
Healthcare (ECG),RBF + Ridge,Attack_3,4,V4,0.960719
Healthcare (ECG),RBF + Ridge,Attack_3,5,V6,0.827689
Healthcare (ECG),RBF + Ridge,Attack_3,6,I,0.711780
Healthcare (ECG),RBF + Ridge,Attack_3,7,AVL,0.696831
Healthcare (ECG),RBF + Ridge,Attack_3,8,III,0.677853
Healthcare (ECG),RBF + Ridge,Attack_3,9,II,0.592995
Healthcare (ECG),RBF + Ridge,Attack_3,10,AVR,0.571113
Healthcare (ECG),RBF + Ridge,Attack_3,11,AVF,0.555196
Healthcare (ECG),RBF + Ridge,Attack_3,12,V1,0.504564
Healthcare (ECG),RBF + Ridge,Attack_4,1,V5,1.660246
Healthcare (ECG),RBF + Ridge,Attack_4,2,V6,1.455743
Healthcare (ECG),RBF + Ridge,Attack_4,3,V4,1.145157
Healthcare (ECG),RBF + Ridge,Attack_4,4,V2,1.003234
Healthcare (ECG),RBF + Ridge,Attack_4,5,V3,1.002296
Healthcare (ECG),RBF + Ridge,Attack_4,6,AVL,0.956244
Healthcare (ECG),RBF + Ridge,Attack_4,7,III,0.908959
Healthcare (ECG),RBF + Ridge,Attack_4,8,I,0.892830
Healthcare (ECG),RBF + Ridge,Attack_4,9,AVF,0.870428
Healthcare (ECG),RBF + Ridge,Attack_4,10,V1,0.782651
Healthcare (ECG),RBF + Ridge,Attack_4,11,II,0.769500
Healthcare (ECG),RBF + Ridge,Attack_4,12,AVR,0.768882
Healthcare (ECG),RBF + Ridge,Attack_5,1,V2,1.386926
Healthcare (ECG),RBF + Ridge,Attack_5,2,I,1.049718
Healthcare (ECG),RBF + Ridge,Attack_5,3,V5,1.004173
Healthcare (ECG),RBF + Ridge,Attack_5,4,V4,0.977355
Healthcare (ECG),RBF + Ridge,Attack_5,5,AVL,0.949264
Healthcare (ECG),RBF + Ridge,Attack_5,6,V3,0.929411
Healthcare (ECG),RBF + Ridge,Attack_5,7,V6,0.821541
Healthcare (ECG),RBF + Ridge,Attack_5,8,V1,0.821396
Healthcare (ECG),RBF + Ridge,Attack_5,9,III,0.699956
Healthcare (ECG),RBF + Ridge,Attack_5,10,AVF,0.619377
Healthcare (ECG),RBF + Ridge,Attack_5,11,AVR,0.614376
Healthcare (ECG),RBF + Ridge,Attack_5,12,II,0.489436
Healthcare (ECG),RBF + Ridge,Attack_6,1,V6,1.858816
Healthcare (ECG),RBF + Ridge,Attack_6,2,V5,1.622788
Healthcare (ECG),RBF + Ridge,Attack_6,3,V4,1.330502
Healthcare (ECG),RBF + Ridge,Attack_6,4,V3,1.129258
Healthcare (ECG),RBF + Ridge,Attack_6,5,AVF,0.998512
Healthcare (ECG),RBF + Ridge,Attack_6,6,AVR,0.955816
Healthcare (ECG),RBF + Ridge,Attack_6,7,II,0.921070
Healthcare (ECG),RBF + Ridge,Attack_6,8,V2,0.849257
Healthcare (ECG),RBF + Ridge,Attack_6,9,III,0.848344
Healthcare (ECG),RBF + Ridge,Attack_6,10,I,0.791326
Healthcare (ECG),RBF + Ridge,Attack_6,11,AVL,0.721825
Healthcare (ECG),RBF + Ridge,Attack_6,12,V1,0.424369
Healthcare (ECG),RBF + Ridge,Attack_7,1,I,2.310720
Healthcare (ECG),RBF + Ridge,Attack_7,2,AVR,2.239053
Healthcare (ECG),RBF + Ridge,Attack_7,3,AVL,1.527323
Healthcare (ECG),RBF + Ridge,Attack_7,4,II,1.521017
Healthcare (ECG),RBF + Ridge,Attack_7,5,V5,1.397361
Healthcare (ECG),RBF + Ridge,Attack_7,6,V3,1.363755
Healthcare (ECG),RBF + Ridge,Attack_7,7,AVF,1.286794
Healthcare (ECG),RBF + Ridge,Attack_7,8,V4,1.164258
Healthcare (ECG),RBF + Ridge,Attack_7,9,V2,0.863662
Healthcare (ECG),RBF + Ridge,Attack_7,10,V6,0.636402
Healthcare (ECG),RBF + Ridge,Attack_7,11,V1,0.481027
Healthcare (ECG),RBF + Ridge,Attack_7,12,III,0.159653
Healthcare (ECG),RBF + Ridge,Attack_8,1,V4,2.550158
Healthcare (ECG),RBF + Ridge,Attack_8,2,V2,1.555908
Healthcare (ECG),RBF + Ridge,Attack_8,3,V1,1.381285
Healthcare (ECG),RBF + Ridge,Attack_8,4,I,1.299961
Healthcare (ECG),RBF + Ridge,Attack_8,5,V3,1.149354
Healthcare (ECG),RBF + Ridge,Attack_8,6,AVL,1.144637
Healthcare (ECG),RBF + Ridge,Attack_8,7,V5,1.061422
Healthcare (ECG),RBF + Ridge,Attack_8,8,V6,1.014816
Healthcare (ECG),RBF + Ridge,Attack_8,9,III,0.674389
Healthcare (ECG),RBF + Ridge,Attack_8,10,AVR,0.665703
Healthcare (ECG),RBF + Ridge,Attack_8,11,AVF,0.427283
Healthcare (ECG),RBF + Ridge,Attack_8,12,II,0.297202
Healthcare (ECG),RBF + Ridge,Attack_9,1,II,2.421331
Healthcare (ECG),RBF + Ridge,Attack_9,2,III,2.420583
Healthcare (ECG),RBF + Ridge,Attack_9,3,AVF,2.350077
Healthcare (ECG),RBF + Ridge,Attack_9,4,V3,2.161677
Healthcare (ECG),RBF + Ridge,Attack_9,5,AVR,2.004537
Healthcare (ECG),RBF + Ridge,Attack_9,6,AVL,1.960125
Healthcare (ECG),RBF + Ridge,Attack_9,7,V2,1.886985
Healthcare (ECG),RBF + Ridge,Attack_9,8,V6,1.723563
Healthcare (ECG),RBF + Ridge,Attack_9,9,V5,1.591646
Healthcare (ECG),RBF + Ridge,Attack_9,10,V4,1.534889
Healthcare (ECG),RBF + Ridge,Attack_9,11,I,0.689267
Healthcare (ECG),RBF + Ridge,Attack_9,12,V1,0.410255
Healthcare (ECG),RBF + Ridge,Attack_10,1,V3,1.751938
Healthcare (ECG),RBF + Ridge,Attack_10,2,V2,1.351401
Healthcare (ECG),RBF + Ridge,Attack_10,3,AVF,1.252812
Healthcare (ECG),RBF + Ridge,Attack_10,4,III,1.123211
Healthcare (ECG),RBF + Ridge,Attack_10,5,AVL,1.024964
Healthcare (ECG),RBF + Ridge,Attack_10,6,V5,1.019765
Healthcare (ECG),RBF + Ridge,Attack_10,7,V4,0.975443
Healthcare (ECG),RBF + Ridge,Attack_10,8,II,0.957191
Healthcare (ECG),RBF + Ridge,Attack_10,9,AVR,0.798696
Healthcare (ECG),RBF + Ridge,Attack_10,10,V1,0.708011
Healthcare (ECG),RBF + Ridge,Attack_10,11,V6,0.695093
Healthcare (ECG),RBF + Ridge,Attack_10,12,I,0.498569
Healthcare (ECG),RBF + Ridge,Attack_11,1,V3,1.546877
Healthcare (ECG),RBF + Ridge,Attack_11,2,AVL,1.343891
Healthcare (ECG),RBF + Ridge,Attack_11,3,I,1.333438
Healthcare (ECG),RBF + Ridge,Attack_11,4,V2,1.171301
Healthcare (ECG),RBF + Ridge,Attack_11,5,V4,1.085737
Healthcare (ECG),RBF + Ridge,Attack_11,6,V6,1.069351
Healthcare (ECG),RBF + Ridge,Attack_11,7,III,1.066893
Healthcare (ECG),RBF + Ridge,Attack_11,8,V5,1.063630
Healthcare (ECG),RBF + Ridge,Attack_11,9,AVR,0.844040
Healthcare (ECG),RBF + Ridge,Attack_11,10,AVF,0.739719
Healthcare (ECG),RBF + Ridge,Attack_11,11,II,0.717617
Healthcare (ECG),RBF + Ridge,Attack_11,12,V1,0.573456
Healthcare (ECG),RBF + Ridge,Attack_12,1,I,1.953405
Healthcare (ECG),RBF + Ridge,Attack_12,2,AVL,1.578744
Healthcare (ECG),RBF + Ridge,Attack_12,3,AVR,1.089920
Healthcare (ECG),RBF + Ridge,Attack_12,4,V6,1.007779
Healthcare (ECG),RBF + Ridge,Attack_12,5,V5,0.954519
Healthcare (ECG),RBF + Ridge,Attack_12,6,V2,0.953141
Healthcare (ECG),RBF + Ridge,Attack_12,7,III,0.804251
Healthcare (ECG),RBF + Ridge,Attack_12,8,V1,0.793241
Healthcare (ECG),RBF + Ridge,Attack_12,9,V3,0.752458
Healthcare (ECG),RBF + Ridge,Attack_12,10,V4,0.646359
Healthcare (ECG),RBF + Ridge,Attack_12,11,II,0.480313
Healthcare (ECG),RBF + Ridge,Attack_12,12,AVF,0.317690
Healthcare (ECG),RBF + Ridge,Attack_13,1,III,1.509915
Healthcare (ECG),RBF + Ridge,Attack_13,2,II,1.411831
Healthcare (ECG),RBF + Ridge,Attack_13,3,AVL,1.314907
Healthcare (ECG),RBF + Ridge,Attack_13,4,V3,1.306879
Healthcare (ECG),RBF + Ridge,Attack_13,5,AVF,1.200249
Healthcare (ECG),RBF + Ridge,Attack_13,6,V4,1.163573
Healthcare (ECG),RBF + Ridge,Attack_13,7,V2,0.978421
Healthcare (ECG),RBF + Ridge,Attack_13,8,V5,0.950592
Healthcare (ECG),RBF + Ridge,Attack_13,9,V6,0.814983
Healthcare (ECG),RBF + Ridge,Attack_13,10,V1,0.771013
Healthcare (ECG),RBF + Ridge,Attack_13,11,I,0.750532
Healthcare (ECG),RBF + Ridge,Attack_13,12,AVR,0.675936
Healthcare (ECG),RBF + Ridge,Attack_14,1,AVF,1.262269
Healthcare (ECG),RBF + Ridge,Attack_14,2,I,1.229622
Healthcare (ECG),RBF + Ridge,Attack_14,3,AVR,1.225830
Healthcare (ECG),RBF + Ridge,Attack_14,4,II,1.093967
Healthcare (ECG),RBF + Ridge,Attack_14,5,V4,1.088420
Healthcare (ECG),RBF + Ridge,Attack_14,6,AVL,1.029585
Healthcare (ECG),RBF + Ridge,Attack_14,7,III,1.000901
Healthcare (ECG),RBF + Ridge,Attack_14,8,V6,0.821949
Healthcare (ECG),RBF + Ridge,Attack_14,9,V5,0.797402
Healthcare (ECG),RBF + Ridge,Attack_14,10,V3,0.525416
Healthcare (ECG),RBF + Ridge,Attack_14,11,V2,0.468792
Healthcare (ECG),RBF + Ridge,Attack_14,12,V1,0.228861
Healthcare (ECG),RBF + Ridge,Attack_15,1,V6,3.830086
Healthcare (ECG),RBF + Ridge,Attack_15,2,I,1.070952
Healthcare (ECG),RBF + Ridge,Attack_15,3,V2,1.010857
Healthcare (ECG),RBF + Ridge,Attack_15,4,AVR,0.881306
Healthcare (ECG),RBF + Ridge,Attack_15,5,V5,0.817325
Healthcare (ECG),RBF + Ridge,Attack_15,6,V3,0.766595
Healthcare (ECG),RBF + Ridge,Attack_15,7,AVL,0.749577
Healthcare (ECG),RBF + Ridge,Attack_15,8,V4,0.716268
Healthcare (ECG),RBF + Ridge,Attack_15,9,II,0.674414
Healthcare (ECG),RBF + Ridge,Attack_15,10,AVF,0.606153
Healthcare (ECG),RBF + Ridge,Attack_15,11,III,0.564521
Healthcare (ECG),RBF + Ridge,Attack_15,12,V1,0.469742
Healthcare (ECG),RBF + Ridge,Attack_16,1,V2,1.407678
Healthcare (ECG),RBF + Ridge,Attack_16,2,V3,0.999149
Healthcare (ECG),RBF + Ridge,Attack_16,3,V4,0.897742
Healthcare (ECG),RBF + Ridge,Attack_16,4,V5,0.707463
Healthcare (ECG),RBF + Ridge,Attack_16,5,AVL,0.583903
Healthcare (ECG),RBF + Ridge,Attack_16,6,V1,0.572856
Healthcare (ECG),RBF + Ridge,Attack_16,7,V6,0.569189
Healthcare (ECG),RBF + Ridge,Attack_16,8,I,0.551947
Healthcare (ECG),RBF + Ridge,Attack_16,9,III,0.530515
Healthcare (ECG),RBF + Ridge,Attack_16,10,AVF,0.509065
Healthcare (ECG),RBF + Ridge,Attack_16,11,II,0.390660
Healthcare (ECG),RBF + Ridge,Attack_16,12,AVR,0.358877
Healthcare (ECG),RBF + Ridge,Attack_17,1,V5,3.512187
Healthcare (ECG),RBF + Ridge,Attack_17,2,III,3.393316
Healthcare (ECG),RBF + Ridge,Attack_17,3,AVL,3.215647
Healthcare (ECG),RBF + Ridge,Attack_17,4,AVF,3.137142
Healthcare (ECG),RBF + Ridge,Attack_17,5,II,2.979258
Healthcare (ECG),RBF + Ridge,Attack_17,6,AVR,2.542053
Healthcare (ECG),RBF + Ridge,Attack_17,7,V6,2.409292
Healthcare (ECG),RBF + Ridge,Attack_17,8,I,1.703182
Healthcare (ECG),RBF + Ridge,Attack_17,9,V4,1.311571
Healthcare (ECG),RBF + Ridge,Attack_17,10,V3,1.097202
Healthcare (ECG),RBF + Ridge,Attack_17,11,V2,0.875976
Healthcare (ECG),RBF + Ridge,Attack_17,12,V1,0.803310
Healthcare (ECG),RBF + Ridge,Attack_18,1,V5,1.842398
Healthcare (ECG),RBF + Ridge,Attack_18,2,V6,1.744650
Healthcare (ECG),RBF + Ridge,Attack_18,3,V4,1.706299
Healthcare (ECG),RBF + Ridge,Attack_18,4,I,1.468909
Healthcare (ECG),RBF + Ridge,Attack_18,5,AVL,1.111848
Healthcare (ECG),RBF + Ridge,Attack_18,6,AVR,0.830497
Healthcare (ECG),RBF + Ridge,Attack_18,7,V3,0.759093
Healthcare (ECG),RBF + Ridge,Attack_18,8,V2,0.677150
Healthcare (ECG),RBF + Ridge,Attack_18,9,III,0.611859
Healthcare (ECG),RBF + Ridge,Attack_18,10,II,0.442943
Healthcare (ECG),RBF + Ridge,Attack_18,11,AVF,0.358391
Healthcare (ECG),RBF + Ridge,Attack_18,12,V1,0.236337
Healthcare (ECG),RBF + Ridge,Attack_19,1,I,1.493998
Healthcare (ECG),RBF + Ridge,Attack_19,2,V6,1.399089
Healthcare (ECG),RBF + Ridge,Attack_19,3,V5,1.112554
Healthcare (ECG),RBF + Ridge,Attack_19,4,AVL,0.961865
Healthcare (ECG),RBF + Ridge,Attack_19,5,AVR,0.946837
Healthcare (ECG),RBF + Ridge,Attack_19,6,V3,0.935273
Healthcare (ECG),RBF + Ridge,Attack_19,7,V1,0.599847
Healthcare (ECG),RBF + Ridge,Attack_19,8,V4,0.567183
Healthcare (ECG),RBF + Ridge,Attack_19,9,II,0.506768
Healthcare (ECG),RBF + Ridge,Attack_19,10,V2,0.491581
Healthcare (ECG),RBF + Ridge,Attack_19,11,III,0.397094
Healthcare (ECG),RBF + Ridge,Attack_19,12,AVF,0.205821
Healthcare (ECG),RBF + Ridge,Attack_20,1,V5,1.254694
Healthcare (ECG),RBF + Ridge,Attack_20,2,V3,1.231140
Healthcare (ECG),RBF + Ridge,Attack_20,3,V4,1.082400
Healthcare (ECG),RBF + Ridge,Attack_20,4,V2,0.940141
Healthcare (ECG),RBF + Ridge,Attack_20,5,V6,0.869790
Healthcare (ECG),RBF + Ridge,Attack_20,6,I,0.441568
Healthcare (ECG),RBF + Ridge,Attack_20,7,V1,0.374177
Healthcare (ECG),RBF + Ridge,Attack_20,8,AVR,0.366526
Healthcare (ECG),RBF + Ridge,Attack_20,9,II,0.314295
Healthcare (ECG),RBF + Ridge,Attack_20,10,AVF,0.294523
Healthcare (ECG),RBF + Ridge,Attack_20,11,AVL,0.216092
Healthcare (ECG),RBF + Ridge,Attack_20,12,III,0.208587
