Dataset,Model Variant,Fault Name,Rank,Variable,Score
Healthcare (ECG),RBF + Ridge,Attack_4,7,I,0.711918
Healthcare (ECG),RBF + Ridge,Attack_4,8,AVL,0.703489
Healthcare (ECG),RBF + Ridge,Attack_4,9,AVF,0.666234
Healthcare (ECG),RBF + Ridge,Attack_5,1,AVL,1.114808
Healthcare (ECG),RBF + Ridge,Attack_5,2,I,1.009320
Healthcare (ECG),RBF + Ridge,Attack_5,3,V4,0.922583
Healthcare (ECG),RBF + Ridge,Attack_5,4,V3,0.919295
Healthcare (ECG),RBF + Ridge,Attack_5,5,V6,0.893587
Healthcare (ECG),RBF + Ridge,Attack_5,6,V1,0.821265
Healthcare (ECG),RBF + Ridge,Attack_5,7,III,0.698645
Healthcare (ECG),RBF + Ridge,Attack_5,8,AVF,0.628528
Healthcare (ECG),RBF + Ridge,Attack_5,9,II,0.522311
Healthcare (ECG),RBF + Ridge,Attack_6,1,V6,1.854142
Healthcare (ECG),RBF + Ridge,Attack_6,2,V4,1.226518
Healthcare (ECG),RBF + Ridge,Attack_6,3,V3,1.073604
Healthcare (ECG),RBF + Ridge,Attack_6,4,II,1.004867
Healthcare (ECG),RBF + Ridge,Attack_6,5,III,0.944970
Healthcare (ECG),RBF + Ridge,Attack_6,6,AVF,0.890810
Healthcare (ECG),RBF + Ridge,Attack_6,7,I,0.715773
Healthcare (ECG),RBF + Ridge,Attack_6,8,V1,0.395390
Healthcare (ECG),RBF + Ridge,Attack_6,9,AVL,0.378121
Healthcare (ECG),RBF + Ridge,Attack_7,1,I,2.667980
Healthcare (ECG),RBF + Ridge,Attack_7,2,II,1.418638
Healthcare (ECG),RBF + Ridge,Attack_7,3,V3,1.224300
Healthcare (ECG),RBF + Ridge,Attack_7,4,AVF,1.100719
Healthcare (ECG),RBF + Ridge,Attack_7,5,V4,0.925060
Healthcare (ECG),RBF + Ridge,Attack_7,6,AVL,0.916240
Healthcare (ECG),RBF + Ridge,Attack_7,7,V6,0.771375
Healthcare (ECG),RBF + Ridge,Attack_7,8,V1,0.494227
Healthcare (ECG),RBF + Ridge,Attack_7,9,III,0.180549
Healthcare (ECG),RBF + Ridge,Attack_8,1,V4,2.661093
Healthcare (ECG),RBF + Ridge,Attack_8,2,I,1.260609
Healthcare (ECG),RBF + Ridge,Attack_8,3,V1,1.245279
Healthcare (ECG),RBF + Ridge,Attack_8,4,V3,1.178949
Healthcare (ECG),RBF + Ridge,Attack_8,5,AVL,1.144043
Healthcare (ECG),RBF + Ridge,Attack_8,6,V6,1.092730
Healthcare (ECG),RBF + Ridge,Attack_8,7,III,0.715805
Healthcare (ECG),RBF + Ridge,Attack_8,8,AVF,0.418482
Healthcare (ECG),RBF + Ridge,Attack_8,9,II,0.326333
Healthcare (ECG),RBF + Ridge,Attack_9,1,III,2.482489
Healthcare (ECG),RBF + Ridge,Attack_9,2,V3,2.389289
Healthcare (ECG),RBF + Ridge,Attack_9,3,AVF,2.360441
Healthcare (ECG),RBF + Ridge,Attack_9,4,II,2.301758
Healthcare (ECG),RBF + Ridge,Attack_9,5,V4,1.734660
Healthcare (ECG),RBF + Ridge,Attack_9,6,V6,1.650263
Healthcare (ECG),RBF + Ridge,Attack_9,7,AVL,1.432821
Healthcare (ECG),RBF + Ridge,Attack_9,8,I,0.588908
Healthcare (ECG),RBF + Ridge,Attack_9,9,V1,0.455551
Healthcare (ECG),RBF + Ridge,Attack_10,1,V3,1.902523
Healthcare (ECG),RBF + Ridge,Attack_10,2,AVF,1.332299
Healthcare (ECG),RBF + Ridge,Attack_10,3,AVL,1.292984
Healthcare (ECG),RBF + Ridge,Attack_10,4,III,1.161756
Healthcare (ECG),RBF + Ridge,Attack_10,5,II,1.092350
Healthcare (ECG),RBF + Ridge,Attack_10,6,V4,0.956164
Healthcare (ECG),RBF + Ridge,Attack_10,7,V1,0.855363
Healthcare (ECG),RBF + Ridge,Attack_10,8,V6,0.734239
Healthcare (ECG),RBF + Ridge,Attack_10,9,I,0.449695
Healthcare (ECG),RBF + Ridge,Attack_11,1,V3,1.412099
Healthcare (ECG),RBF + Ridge,Attack_11,2,I,1.272105
Healthcare (ECG),RBF + Ridge,Attack_11,3,V4,1.061128
Healthcare (ECG),RBF + Ridge,Attack_11,4,III,1.047825
Healthcare (ECG),RBF + Ridge,Attack_11,5,AVL,1.035352
Healthcare (ECG),RBF + Ridge,Attack_11,6,V6,0.972314
Healthcare (ECG),RBF + Ridge,Attack_11,7,II,0.786230
Healthcare (ECG),RBF + Ridge,Attack_11,8,V1,0.621173
Healthcare (ECG),RBF + Ridge,Attack_11,9,AVF,0.555230
Healthcare (ECG),RBF + Ridge,Attack_12,1,I,1.918306
Healthcare (ECG),RBF + Ridge,Attack_12,2,AVL,1.610411
Healthcare (ECG),RBF + Ridge,Attack_12,3,V6,0.885408
Healthcare (ECG),RBF + Ridge,Attack_12,4,III,0.786327
Healthcare (ECG),RBF + Ridge,Attack_12,5,V3,0.782758
Healthcare (ECG),RBF + Ridge,Attack_12,6,V4,0.661882
Healthcare (ECG),RBF + Ridge,Attack_12,7,V1,0.623982
Healthcare (ECG),RBF + Ridge,Attack_12,8,II,0.356941
Healthcare (ECG),RBF + Ridge,Attack_12,9,AVF,0.317214
Healthcare (ECG),RBF + Ridge,Attack_13,1,AVL,1.580351
Healthcare (ECG),RBF + Ridge,Attack_13,2,V3,1.385515
Healthcare (ECG),RBF + Ridge,Attack_13,3,III,1.270840
Healthcare (ECG),RBF + Ridge,Attack_13,4,AVF,1.239177
Healthcare (ECG),RBF + Ridge,Attack_13,5,V4,1.206774
Healthcare (ECG),RBF + Ridge,Attack_13,6,II,0.985169
Healthcare (ECG),RBF + Ridge,Attack_13,7,V1,0.807080
Healthcare (ECG),RBF + Ridge,Attack_13,8,V6,0.801250
Healthcare (ECG),RBF + Ridge,Attack_13,9,I,0.706516
Healthcare (ECG),RBF + Ridge,Attack_14,1,AVF,1.276832
Healthcare (ECG),RBF + Ridge,Attack_14,2,I,1.234370
Healthcare (ECG),RBF + Ridge,Attack_14,3,AVL,1.233087
Healthcare (ECG),RBF + Ridge,Attack_14,4,II,1.203022
Healthcare (ECG),RBF + Ridge,Attack_14,5,V4,1.042613
Healthcare (ECG),RBF + Ridge,Attack_14,6,III,1.030799
Healthcare (ECG),RBF + Ridge,Attack_14,7,V6,0.840124
Healthcare (ECG),RBF + Ridge,Attack_14,8,V3,0.378545
Healthcare (ECG),RBF + Ridge,Attack_14,9,V1,0.205979
Healthcare (ECG),RBF + Ridge,Attack_15,1,V6,3.973251
Healthcare (ECG),RBF + Ridge,Attack_15,2,I,1.064442
Healthcare (ECG),RBF + Ridge,Attack_15,3,AVL,0.820515
Healthcare (ECG),RBF + Ridge,Attack_15,4,II,0.779743
Healthcare (ECG),RBF + Ridge,Attack_15,5,V3,0.755535
Healthcare (ECG),RBF + Ridge,Attack_15,6,V4,0.720294
Healthcare (ECG),RBF + Ridge,Attack_15,7,III,0.647707
Healthcare (ECG),RBF + Ridge,Attack_15,8,AVF,0.557879
Healthcare (ECG),RBF + Ridge,Attack_15,9,V1,0.421548
Healthcare (ECG),RBF + Ridge,Attack_16,1,V3,1.066549
Healthcare (ECG),RBF + Ridge,Attack_16,2,V4,0.955169
Healthcare (ECG),RBF + Ridge,Attack_16,3,AVL,0.700624
Healthcare (ECG),RBF + Ridge,Attack_16,4,V6,0.600181
Healthcare (ECG),RBF + Ridge,Attack_16,5,V1,0.574514
Healthcare (ECG),RBF + Ridge,Attack_16,6,III,0.528987
Healthcare (ECG),RBF + Ridge,Attack_16,7,AVF,0.526014
Healthcare (ECG),RBF + Ridge,Attack_16,8,I,0.449243
Healthcare (ECG),RBF + Ridge,Attack_16,9,II,0.438536
Healthcare (ECG),RBF + Ridge,Attack_17,1,III,3.438859
Healthcare (ECG),RBF + Ridge,Attack_17,2,AVF,3.110102
Healthcare (ECG),RBF + Ridge,Attack_17,3,II,3.081833
Healthcare (ECG),RBF + Ridge,Attack_17,4,AVL,2.934474
Healthcare (ECG),RBF + Ridge,Attack_17,5,V6,2.459123
Healthcare (ECG),RBF + Ridge,Attack_17,6,I,1.662684
Healthcare (ECG),RBF + Ridge,Attack_17,7,V4,1.384469
Healthcare (ECG),RBF + Ridge,Attack_17,8,V3,1.253657
Healthcare (ECG),RBF + Ridge,Attack_17,9,V1,0.789627
Healthcare (ECG),RBF + Ridge,Attack_18,1,V6,1.825168
Healthcare (ECG),RBF + Ridge,Attack_18,2,V4,1.726206
Healthcare (ECG),RBF + Ridge,Attack_18,3,I,1.437138
Healthcare (ECG),RBF + Ridge,Attack_18,4,AVL,1.226250
Healthcare (ECG),RBF + Ridge,Attack_18,5,V3,0.748333
Healthcare (ECG),RBF + Ridge,Attack_18,6,III,0.605548
Healthcare (ECG),RBF + Ridge,Attack_18,7,II,0.411776
Healthcare (ECG),RBF + Ridge,Attack_18,8,AVF,0.385420
Healthcare (ECG),RBF + Ridge,Attack_18,9,V1,0.221942
Healthcare (ECG),RBF + Ridge,Attack_19,1,I,1.476702
Healthcare (ECG),RBF + Ridge,Attack_19,2,V6,1.459806
Healthcare (ECG),RBF + Ridge,Attack_19,3,AVL,1.059528
Healthcare (ECG),RBF + Ridge,Attack_19,4,V3,0.931597
Healthcare (ECG),RBF + Ridge,Attack_19,5,V1,0.571077
Healthcare (ECG),RBF + Ridge,Attack_19,6,V4,0.561034
Healthcare (ECG),RBF + Ridge,Attack_19,7,II,0.445977
Healthcare (ECG),RBF + Ridge,Attack_19,8,III,0.392188
Healthcare (ECG),RBF + Ridge,Attack_19,9,AVF,0.205836
Healthcare (ECG),RBF + Ridge,Attack_20,1,V3,1.225120
Healthcare (ECG),RBF + Ridge,Attack_20,2,V4,1.068500
Healthcare (ECG),RBF + Ridge,Attack_20,3,V6,0.932398
Healthcare (ECG),RBF + Ridge,Attack_20,4,V1,0.376349
Healthcare (ECG),RBF + Ridge,Attack_20,5,I,0.369678
Healthcare (ECG),RBF + Ridge,Attack_20,6,II,0.315709
Healthcare (ECG),RBF + Ridge,Attack_20,7,AVF,0.302592
Healthcare (ECG),RBF + Ridge,Attack_20,8,AVL,0.224402
Healthcare (ECG),RBF + Ridge,Attack_20,9,III,0.196657
